"Timestamp","Lamp1","Lamp2","Lamp3","Lux","ColorTemperature","Red","Green","Blue",
1586803153777,254,254,254,53,2740,192,105,68,
1586803184285,254,254,254,53,2740,192,105,68,
1586803214899,254,254,254,53,2740,192,105,68,
1586803245527,254,254,254,53,2740,192,105,68,
1586803276441,254,254,254,53,2746,194,106,69,
1586803307265,254,254,254,54,2733,193,106,68,
1586803338117,254,254,254,53,2733,193,105,68,
1586803368917,254,254,254,53,2746,194,106,69,
1586803400045,254,254,254,53,2746,194,106,69,
1586803430620,254,254,254,54,2733,193,106,68,
1586803461813,254,254,254,53,2740,192,105,68,
1586803492407,254,254,254,53,2733,193,105,68,
1586803523127,254,254,254,54,2733,193,106,68,
1586803553847,254,254,254,53,2733,193,105,68,
1586803584671,254,254,254,53,2733,193,105,68,
1586803615291,254,254,254,53,2733,193,105,68,
1586803645805,254,254,254,53,2733,193,105,68,
1586803676425,254,254,254,53,2733,193,105,68,
1586803707143,254,254,254,53,2740,192,105,68,
1586803737659,254,254,254,53,2740,192,105,68,
1586803768073,254,254,254,53,2740,192,105,68,
1586803798996,254,254,254,53,2740,192,105,68,
1586803829617,254,254,254,53,2740,192,105,68,
1586803860541,254,254,254,53,2733,193,105,68,
1586803891262,254,254,254,58,2776,198,111,72,
1586803922112,254,254,254,58,2783,197,111,72,
1586803953725,254,254,254,59,2769,199,112,72,
1586803984446,254,254,254,59,2769,199,112,72,
1586804015370,254,254,254,59,2769,199,112,72,
1586804046092,254,254,254,59,2769,199,112,72,
