"Timestamp","Lamp1","Lamp2","Lamp3","Lux","ColorTemperature","Red","Green","Blue",
1586849250451,0,0,0,755,5128,1549,1506,1528,
1586849281685,0,0,0,736,5141,1508,1468,1491,
1586849312098,0,0,0,723,5132,1480,1440,1461,
1586849342817,0,0,0,724,5086,1498,1447,1466,
1586849373745,0,0,0,707,5077,1466,1414,1432,
1586849404464,0,0,0,704,5054,1466,1409,1426,
1586849435082,0,0,0,701,5054,1464,1406,1424,
1586849466315,0,0,0,709,5034,1483,1421,1437,
1586849496829,0,0,0,707,5026,1482,1418,1434,
1586849527447,0,0,0,730,4976,1544,1467,1480,
1586849558066,0,0,0,738,4953,1563,1481,1492,
1586849588482,0,0,0,719,4980,1522,1446,1460,
1586849618894,0,0,0,718,4983,1522,1446,1461,
1586849649411,0,0,0,718,4986,1519,1444,1459,
1586849679925,0,0,0,704,5015,1487,1418,1436,
1586849710337,0,0,0,710,5005,1501,1430,1447,
1586849741148,0,0,0,732,4966,1561,1478,1494,
1586849771882,0,0,0,726,4988,1541,1464,1481,
1586849802499,0,0,0,739,4978,1572,1491,1508,
1586849833219,0,0,0,766,4939,1638,1546,1560,
1586849863736,0,0,0,771,4947,1647,1556,1571,
1586849894252,0,0,0,744,5003,1579,1502,1522,
1586849924769,0,0,0,750,5005,1595,1517,1538,
1586849955385,0,0,0,747,5028,1583,1510,1533,
1586849986123,0,0,0,753,5040,1595,1523,1548,
1586850016803,0,0,0,788,5014,1677,1596,1620,
1586850047245,0,0,0,762,5088,1596,1536,1563,
1586850078475,0,0,0,759,5077,1587,1527,1551,
1586850109300,0,0,0,723,5096,1507,1454,1478,
1586850140222,0,0,0,693,5100,1445,1394,1418,
1586850170941,0,0,0,684,5088,1433,1379,1403,
1586850201560,0,0,0,675,5105,1411,1361,1386,
1586850232076,0,0,0,677,5117,1412,1364,1390,
1586850262900,0,0,0,676,5132,1407,1362,1389,
1586850293727,0,0,0,672,5143,1395,1353,1380,
1586850324237,0,0,0,659,5161,1364,1326,1354,
1586850354650,0,0,0,644,5173,1331,1296,1324,
1586850385473,0,0,0,621,5188,1283,1251,1280,
1586850416295,0,0,0,607,5256,1240,1221,1253,
1586850446816,0,0,254,578,5324,1170,1162,1197,
1586850477328,0,0,0,573,5292,1172,1157,1192,
1586850507742,0,0,0,563,5318,1149,1138,1174,
1586850538158,0,0,0,565,5289,1153,1139,1172,
1586850569287,0,0,0,564,5294,1149,1136,1169,
1586850600211,0,0,0,571,5274,1169,1152,1185,
1586850631136,0,0,0,575,5260,1178,1159,1191,
1586850661856,0,0,0,589,5227,1214,1189,1220,
1586850692372,0,0,0,609,5183,1263,1230,1259,
1586850723606,0,0,0,598,5223,1236,1209,1241,
1586850754123,0,0,0,679,5054,1422,1365,1384,
1586850784840,0,0,0,669,5076,1402,1348,1370,
1586850815358,0,0,0,751,4952,1597,1512,1525,
1586850845872,0,0,0,791,4934,1687,1593,1606,
1586850876696,0,0,0,769,5013,1622,1548,1567,
1586850907313,0,0,0,665,5181,1387,1348,1382,
1586850937830,0,0,0,692,5087,1454,1398,1424,
1586850968857,0,0,0,620,5218,1288,1257,1292,
1586850999576,0,0,0,615,5226,1282,1251,1288,
1586851030538,0,0,0,631,5213,1315,1282,1318,
1586851061017,0,0,0,436,4983,959,902,923,
1586851091636,0,0,0,620,5314,1270,1256,1297,
1586851122182,0,0,0,646,5281,1328,1308,1348,
1586851153691,0,0,0,522,5190,1095,1063,1093,
1586851184208,0,0,0,691,5299,1410,1394,1436,
1586851214726,0,0,0,684,5366,1391,1385,1434,
1586851245240,0,0,0,756,5270,1541,1520,1561,
1586851275756,0,0,0,534,5180,1124,1089,1120,
1586851306298,0,0,0,699,5352,1412,1407,1452,
1586851339244,0,0,0,767,5224,1572,1542,1579,
1586851369966,0,0,0,748,5275,1522,1503,1543,
1586851400685,0,0,0,740,5257,1503,1483,1519,
1586851431304,0,0,0,563,4895,1172,1109,1102,
1586851461922,0,0,0,814,5197,1659,1626,1658,
1586851492336,0,0,0,638,4776,1408,1299,1305,
1586851522953,0,0,0,905,5095,1887,1820,1851,
1586851553571,0,0,0,967,5047,2019,1938,1962,
1586851584190,0,0,0,719,4978,1551,1466,1491,
1586851614518,0,0,0,753,4990,1619,1534,1560,
1586851645220,0,0,0,803,5130,1680,1624,1659,
1586851675738,0,0,0,749,5153,1560,1513,1547,
1586851706458,0,0,0,776,5124,1623,1568,1601,
1586851737076,0,0,0,888,4890,1907,1791,1803,
1586851767592,0,0,0,864,4905,1861,1749,1765,
1586851798107,0,0,0,832,5077,1756,1685,1718,
1586851828623,0,0,0,831,5181,1730,1682,1724,
1586851859343,0,0,0,856,5204,1769,1727,1770,
1586851890078,0,0,0,923,5112,1927,1861,1897,
1586851920588,0,0,0,954,5056,2005,1923,1954,
1586851951404,0,0,0,1107,4855,2377,2226,2233,
1586851981815,0,0,0,1184,4750,2568,2376,2367,
1586852012229,0,0,0,1041,4982,2201,2094,2117,
1586852042950,0,0,0,1059,4961,2241,2128,2147,
1586852073362,0,0,0,1126,4865,2409,2261,2268,
1586852103982,0,0,0,1133,4833,2435,2276,2279,
1586852134606,0,0,0,1020,4832,2203,2057,2064,
1586852165012,0,0,0,1034,4893,2208,2079,2090,
1586852195426,0,0,0,1014,4946,2151,2038,2055,
1586852225735,0,0,0,1203,4710,2614,2408,2389,
1586852256661,0,0,0,1196,4679,2608,2393,2369,
1586852287280,0,0,0,1005,4869,2146,2015,2020,
1586852318002,0,0,0,811,5090,1693,1632,1660,
1586852348419,0,0,0,816,5051,1713,1643,1668,
1586852379140,0,0,0,1013,4804,2179,2030,2026,
1586852410066,0,0,0,967,4797,2083,1939,1935,
1586852440684,0,0,0,930,4837,1994,1865,1866,
1586852471202,0,0,0,1041,5009,2159,2070,2083,
1586852501711,0,0,0,842,5066,1746,1683,1704,
1586852532124,0,0,0,1119,4952,2326,2216,2218,
1586852562850,0,0,0,990,4849,2110,1978,1976,
1586852593568,0,0,0,1021,5088,2092,2027,2048,
1586852624190,0,0,0,1087,4951,2263,2155,2158,
1586852654738,0,0,0,1144,4890,2402,2269,2264,
1586852685526,0,0,0,1154,4903,2416,2287,2283,
1586852716146,0,0,0,1168,4841,2473,2320,2310,
1586852746762,0,0,0,1222,4840,2580,2422,2409,
1586852777278,0,0,0,1235,4836,2613,2451,2438,
1586852808004,0,0,0,1300,4804,2758,2577,2557,
1586852839410,0,0,0,1307,4807,2773,2592,2573,
1586852870992,0,0,0,1285,4822,2724,2551,2536,
1586852902124,0,0,0,1323,4795,2814,2626,2606,
1586852932521,0,0,0,1331,4814,2823,2641,2624,
1586852963444,0,0,0,1343,4802,2857,2668,2650,
1586852993894,0,0,0,1322,4853,2794,2626,2617,
1586853024476,0,0,0,1353,4860,2857,2688,2680,
1586853055198,0,0,0,1307,4852,2772,2603,2598,
1586853085707,0,0,0,1392,4895,2922,2763,2760,
1586853116119,0,0,0,1417,4900,2974,2814,2812,
1586853147054,0,0,0,1412,4919,2955,2803,2804,
1586853177465,0,0,0,1383,4923,2894,2746,2748,
1586853208086,0,0,0,1332,4909,2802,2652,2655,
1586853238610,0,0,0,1389,4938,2901,2758,2763,
1586853269826,0,0,0,1371,4965,2856,2724,2734,
1586853305350,0,0,0,1379,5008,2855,2739,2755,
1586853337208,0,0,0,1388,5000,2873,2754,2768,
1586853369086,0,0,0,1423,4913,2979,2824,2824,
1586853402450,0,0,0,1555,4830,3277,3077,3057,
1586853436034,0,0,0,1571,4816,3316,3108,3085,
1586853470651,0,0,0,1638,4775,3470,3237,3203,
1586853505692,0,0,0,1734,4729,3693,3425,3378,
1586853537860,0,0,0,1783,4722,3798,3520,3470,
1586853570712,0,0,0,1705,4782,3608,3369,3335,
1586853603164,0,0,0,1669,4776,3539,3301,3268,
1586853636990,0,0,0,1661,4850,3484,3282,3262,
1586853669876,0,0,0,1716,4754,3647,3393,3354,
1586853702722,0,0,0,1691,4621,3670,3354,3294,
1586853735259,0,0,0,1791,4629,3870,3543,3476,
1586853767092,0,0,0,1891,4563,4128,3746,3663,
1586853799032,0,0,0,1880,4557,4109,3726,3643,
1586853833252,0,0,0,1960,4569,4273,3881,3796,
1586853866700,0,0,0,2040,4528,4470,4040,3941,
1586853899523,0,0,0,2315,4597,4992,4559,4453,
1586853931986,0,0,0,2353,4624,5054,4631,4530,
1586853965928,0,0,0,2396,4611,5151,4714,4606,
1586853999272,0,0,0,2531,4560,5473,4977,4847,
1586854031278,0,0,0,2623,4548,5674,5154,5013,
1586854064895,0,0,0,2748,4546,5934,5392,5240,
1586854099986,0,0,0,1717,5158,3454,3387,3426,
1586854131706,0,0,0,2824,4548,6100,5543,5389,
1586854164146,0,0,0,2553,4662,5436,5012,4908,
1586854196672,0,0,0,2730,4600,5846,5351,5215,
1586854229662,0,0,0,2067,4940,4239,4052,4033,
1586854261714,0,0,0,1422,5458,2761,2814,2900,
1586854293758,0,0,0,2711,4548,5853,5318,5168,
1586854326024,0,0,0,2565,4584,5530,5042,4915,
1586854359392,0,0,0,2487,4586,5378,4900,4782,
1586854391360,0,0,0,2515,4606,5423,4953,4839,
1586854424234,0,0,0,2523,4605,5446,4972,4859,
1586854457182,0,0,0,2523,4605,5451,4976,4865,
1586854487696,0,0,0,2486,4636,5354,4906,4807,
1586854518745,0,0,0,1631,5155,3325,3246,3296,
1586854550128,0,0,0,2460,4645,5293,4856,4763,
1586854582968,0,0,0,1390,5396,2776,2788,2881,
1586854615952,0,0,0,1132,5712,2214,2303,2437,
1586854648678,0,0,0,1546,5216,3148,3091,3157,
1586854681633,0,0,0,2419,4676,5192,4781,4702,
1586854722074,0,0,0,2358,4647,5085,4665,4582,
1586854754360,0,0,0,2187,4557,4759,4321,4219,
1586854788416,0,0,0,2194,4525,4798,4338,4229,
1586854821131,0,0,0,2193,4533,4789,4335,4227,
1586854857166,0,0,0,2199,4519,4801,4341,4227,
1586854889542,0,0,0,2439,4759,5172,4815,4756,
1586854922783,0,0,0,2193,4910,4617,4367,4373,
1586854955498,0,0,0,2372,4686,5079,4685,4609,
1586854987198,0,0,0,2480,4667,5336,4909,4830,
1586855019688,0,0,0,2459,4652,5313,4875,4796,
1586855052032,0,0,0,1937,4833,4116,3856,3843,
1586855084838,0,0,0,2394,4615,5190,4742,4652,
1586855116692,0,0,0,2568,4759,5453,5075,5016,
1586855148728,0,0,0,2546,4773,5403,5036,4984,
1586855182544,0,0,0,2504,4779,5317,4957,4910,
1586855214840,0,0,0,2480,4797,5258,4913,4873,
1586855247749,0,0,0,2357,4738,5039,4671,4617,
1586855279768,0,0,0,2292,4695,4934,4550,4491,
1586855312654,0,0,0,2340,4721,5026,4648,4596,
1586855345356,0,0,0,2142,4556,4686,4251,4161,
1586855377386,0,0,0,2310,4730,4967,4597,4553,
1586855411480,0,0,0,2311,4742,4958,4597,4556,
1586855444666,0,0,0,2434,4818,5168,4837,4812,
1586855476548,0,0,0,2329,4773,4978,4632,4598,
1586855509190,0,0,0,2321,4768,4955,4610,4572,
1586855542060,0,0,0,2316,4745,4953,4596,4549,
1586855575057,0,0,0,2228,4679,4805,4422,4360,
1586855607370,0,0,0,2191,4646,4744,4349,4280,
1586855640687,0,0,0,2221,4690,4783,4408,4349,
1586855673816,0,0,0,2423,4813,5132,4804,4772,
1586855707632,0,0,0,2407,4810,5103,4776,4746,
1586855739452,0,0,0,2490,4867,5235,4936,4920,
1586855770074,0,0,0,2331,4782,4950,4619,4580,
1586855800690,0,0,0,2317,4784,4935,4601,4567,
1586855831920,0,0,0,2310,4804,4908,4588,4560,
1586855865066,0,0,0,2328,4838,4930,4626,4608,
1586855898296,0,0,0,2329,4853,4929,4632,4620,
1586855931736,0,0,0,2363,4876,4984,4698,4691,
1586855963226,0,0,0,2385,4906,5007,4739,4740,
1586855995148,0,0,0,2406,4933,5035,4782,4791,
1586856027040,0,0,0,2337,4913,4910,4650,4656,
1586856059332,0,0,0,2331,4934,4899,4647,4663,
1586856092970,0,0,0,2270,4939,4779,4533,4554,
1586856125444,0,0,0,2276,4968,4774,4545,4573,
1586856158388,0,0,0,2206,4974,4634,4412,4444,
1586856190974,0,0,0,2196,4981,4620,4399,4436,
1586856225812,0,0,0,2178,4982,4595,4372,4413,
1586856257666,0,0,0,2233,4996,4696,4478,4522,
1586856290000,0,0,0,2222,5026,4649,4452,4502,
1586856322432,0,0,0,2206,5052,4588,4412,4464,
1586856356134,0,0,0,2182,5058,4531,4361,4413,
1586856388782,0,0,0,2212,5054,4591,4418,4468,
1586856420338,0,0,0,2213,5066,4573,4411,4460,
1586856454642,0,0,0,2119,5109,4361,4228,4287,
1586856488644,0,0,0,2054,5084,4237,4096,4146,
1586856521380,0,0,0,1885,5145,3869,3766,3829,
1586856553792,0,0,0,1626,5253,3318,3267,3351,
1586856587996,0,0,0,1424,5400,2869,2874,2979,
1586856621852,0,0,0,1580,5288,3215,3178,3268,
1586856654760,0,0,0,1563,5327,3164,3144,3240,
1586856687500,0,0,0,884,5471,1816,1819,1909,
1586856720912,0,0,0,876,5503,1791,1802,1894,
1586856754084,0,0,0,773,5610,1575,1602,1699,
1586856787542,0,0,0,795,5587,1617,1642,1737,
1586856822169,0,0,0,1104,5234,2282,2234,2296,
1586856854548,0,0,0,1135,5251,2338,2295,2360,
1586856888544,0,0,0,1348,5049,2806,2697,2729,
1586856921456,0,0,0,1370,5022,2858,2739,2766,
1586856954374,0,0,0,1319,5043,2743,2636,2665,
1586856987514,0,0,0,1360,5054,2819,2714,2744,
1586857019680,0,0,0,1357,5069,2810,2710,2743,
1586857050194,0,0,0,1484,5256,2995,2960,3026,
1586857080914,0,0,0,1634,5176,3317,3249,3302,
1586857111651,0,0,0,1655,5185,3355,3290,3345,
1586857142154,0,0,0,1549,5285,3100,3080,3150,
1586857172668,0,0,0,1245,5156,2582,2508,2561,
1586857203182,0,0,0,1536,5283,3093,3066,3141,
1586857234212,0,0,0,1533,5270,3092,3060,3132,
1586857265034,0,0,0,1061,4950,2291,2160,2192,
1586857295856,0,0,0,1011,4957,2177,2056,2086,
1586857326682,0,0,0,1560,5336,3096,3098,3175,
1586857357408,0,0,0,1514,5373,2989,3006,3087,
1586857389350,0,0,0,1531,5377,3018,3038,3120,
1586857420992,0,0,0,1471,5436,2879,2919,3007,
1586857451726,0,0,0,893,5056,1927,1834,1880,
1586857482230,0,0,0,1671,5290,3309,3300,3365,
1586857512640,0,0,0,1692,5270,3354,3338,3398,
1586857543054,0,0,0,1820,5182,3647,3589,3634,
1586857573570,0,0,0,1689,5219,3382,3340,3394,
1586857604392,0,0,0,1578,5291,3151,3134,3204,
1586857636753,0,0,0,1543,5296,3092,3073,3146,
1586857667576,0,0,0,1685,5188,3407,3345,3399,
1586857697994,0,0,0,1559,5305,3122,3106,3182,
1586857731168,0,0,0,1456,5403,2874,2897,2982,
1586857761784,0,0,0,1545,5354,3057,3066,3144,
1586857792274,0,0,0,1485,5356,2941,2950,3028,
1586857823124,0,0,0,1515,5335,3004,3007,3081,
1586857853644,0,0,0,1515,5321,3004,3003,3073,
1586857884188,0,0,0,1407,5381,2774,2793,2870,
1586857914774,0,0,0,1382,5401,2722,2747,2827,
1586857945328,0,0,0,1453,5332,2877,2880,2949,
1586857975702,0,0,0,1563,5250,3122,3094,3151,
1586858006322,0,0,0,1440,5315,2857,2854,2919,
1586858036938,0,0,0,1479,5281,2947,2931,2992,
1586858067360,0,0,0,1597,5207,3210,3163,3214,
1586858097868,0,0,0,1553,5248,3111,3080,3139,
1586858128488,0,0,0,1547,5262,3097,3070,3133,
1586858159002,0,0,0,1507,5306,3003,2993,3063,
1586858189520,0,0,0,1401,5397,2765,2787,2869,
1586858219938,0,0,0,1392,5398,2745,2768,2849,
1586858250856,0,0,0,1427,5374,2820,2836,2914,
1586858281476,0,0,0,1426,5389,2813,2834,2915,
1586858311896,0,0,0,1423,5423,2797,2830,2917,
1586858342714,0,0,0,1437,5439,2816,2856,2946,
1586858373226,0,0,0,1576,5342,3128,3132,3213,
1586858403844,0,0,0,1598,5324,3183,3178,3258,
1586858434480,0,0,0,1647,5299,3290,3275,3352,
1586858465300,0,0,0,1771,5238,3566,3521,3591,
1586858495903,0,0,0,1296,5683,2481,2594,2722,
1586858526570,0,0,0,1586,5408,3130,3159,3256,
1586858557040,0,0,0,1820,5255,3652,3616,3690,
1586858587656,0,0,0,1468,5519,2858,2927,3038,
1586858618580,0,0,0,1322,5633,2551,2648,2772,
1586858649096,0,0,0,1802,5214,3651,3590,3660,
1586858679618,0,0,0,1753,5245,3544,3497,3574,
1586858710340,0,0,0,1198,5752,2302,2419,2558,
1586858741156,0,0,0,1794,5203,3647,3579,3649,
1586858771672,0,0,0,1302,5644,2514,2611,2736,
1586858802802,0,0,0,1175,5764,2226,2353,2481,
1586858833524,0,0,0,1498,5392,2953,2977,3063,
1586858864346,0,0,0,1366,5494,2663,2720,2817,
1586858895168,0,0,0,1272,5600,2449,2536,2644,
1586858926224,0,0,0,1697,5233,3412,3369,3433,
1586858956920,0,0,0,1731,5226,3485,3438,3502,
1586858987536,0,0,0,1698,5236,3417,3374,3440,
1586859017950,0,0,0,1617,5270,3244,3216,3287,
1586859048672,0,0,0,1545,5313,3089,3078,3156,
1586859079186,0,0,0,1528,5307,3066,3050,3129,
1586859109804,0,0,0,1442,5345,2882,2881,2963,
1586859140319,0,0,0,1446,5309,2906,2890,2967,
1586859171244,0,0,0,1366,5368,2733,2737,2823,
1586859201771,0,0,0,1469,5301,2968,2945,3026,
1586859232176,0,0,0,1490,5296,3010,2985,3066,
1586859263101,0,0,0,1501,5319,3022,3007,3092,
1586859293822,0,0,0,1498,5345,3007,3002,3092,
1586859324541,0,0,0,1489,5364,2988,2988,3083,
1586859355158,0,0,0,1478,5377,2967,2970,3069,
1586859385882,0,0,0,1459,5385,2933,2937,3038,
1586859416396,0,0,0,1447,5388,2914,2917,3020,
1586859447118,0,0,0,1420,5384,2871,2869,2973,
1586859477736,0,0,0,1366,5422,2756,2766,2875,
1586859508148,0,0,0,906,6015,1736,1874,2033,
1586859539016,0,0,0,1375,5396,2784,2784,2890,
1586859569382,0,0,0,1299,5529,2588,2633,2755,
1586859600002,0,0,0,992,5928,1901,2033,2185,
1586859630643,0,0,0,1207,5622,2360,2436,2557,
1586859661546,0,0,0,1430,5362,2860,2862,2949,
1586859692164,0,0,0,1385,5381,2760,2770,2856,
1586859722716,0,0,0,1392,5401,2768,2785,2875,
1586859753300,0,0,0,978,5868,1867,1987,2120,
1586859784020,0,0,0,1424,5309,2868,2850,2928,
1586859814738,0,0,0,1448,5302,2917,2897,2974,
1586859845258,0,0,0,1153,5605,2265,2332,2448,
1586859875768,0,0,0,932,5905,1785,1906,2045,
1586859906511,0,0,0,931,5939,1776,1905,2048,
1586859937212,0,0,0,1353,5485,2653,2703,2803,
1586859967730,0,0,0,1260,5597,2457,2533,2651,
1586859998816,0,0,0,1471,5405,2920,2941,3036,
1586860029577,0,0,0,1343,5488,2653,2697,2803,
1586860060196,0,0,0,1389,5471,2751,2789,2896,
1586860090882,0,0,0,983,6023,1856,2011,2170,
1586860121436,0,0,0,981,6011,1849,2003,2158,
1586860152056,0,0,0,1324,5509,2606,2657,2764,
1586860182680,0,0,0,1417,5421,2801,2829,2922,
1586860213290,0,0,0,1416,5419,2796,2825,2916,
1586860243911,0,0,0,1409,5420,2782,2811,2902,
1586860274965,0,0,0,1388,5428,2743,2773,2866,
1586860305454,0,0,0,1354,5443,2675,2708,2803,
1586860336378,0,0,0,1310,5456,2599,2631,2730,
1586860367020,0,0,0,1282,5471,2548,2581,2684,
1586860397512,0,0,0,1256,5490,2503,2538,2646,
1586860428232,0,0,0,1233,5507,2461,2498,2610,
1586860458954,0,0,0,1228,5532,2453,2495,2614,
1586860489676,0,0,0,1234,5558,2459,2509,2633,
1586860520494,0,0,0,1240,5567,2466,2520,2645,
1586860551318,0,0,0,937,6052,1788,1938,2105,
1586860582334,0,0,0,1241,5572,2464,2520,2645,
1586860612760,0,0,0,930,6007,1777,1917,2075,
1586860643580,0,0,0,1237,5579,2444,2505,2627,
1586860674522,0,0,0,1233,5581,2434,2496,2617,
1586860705225,0,0,0,1255,5554,2479,2535,2652,
1586860735946,0,0,0,1279,5517,2534,2580,2692,
1586860766974,0,0,0,1290,5513,2549,2597,2706,
1586860797694,0,0,0,1278,5485,2528,2568,2670,
1586860828619,0,0,0,1268,5469,2509,2545,2642,
1586860859546,0,0,0,1253,5455,2484,2515,2609,
1586860890268,0,0,0,1229,5446,2439,2467,2558,
1586860921087,0,0,0,1207,5434,2398,2422,2509,
1586860952122,0,0,0,1177,5447,2338,2364,2452,
1586860982842,0,0,0,1165,5450,2314,2340,2428,
1586861013254,0,0,0,1134,5471,2252,2282,2372,
1586861043867,0,0,0,1128,5508,2236,2275,2372,
1586861074628,0,0,0,1120,5566,2211,2264,2371,
1586861105108,0,0,0,1128,5600,2216,2280,2392,
1586861135928,0,0,0,1153,5602,2255,2324,2436,
1586861166566,0,0,0,1156,5631,2252,2330,2446,
1586861197268,0,0,0,1120,5655,2184,2264,2383,
1586861227988,0,0,0,819,6155,1539,1693,1849,
1586861258502,0,0,0,992,5759,1932,2024,2152,
1586861289560,0,0,0,994,5737,1953,2036,2165,
1586861320352,0,0,0,957,5774,1887,1972,2107,
1586861351174,0,0,0,935,5797,1847,1933,2071,
1586861381794,0,0,0,578,6722,1076,1256,1441,
1586861412416,0,0,0,573,6696,1069,1244,1425,
1586861442930,0,0,0,576,6665,1076,1248,1427,
1586861473554,0,0,0,911,5751,1810,1883,2013,
1586861504471,0,0,0,885,5781,1764,1839,1973,
1586861535294,0,0,0,862,5815,1717,1796,1933,
1586861566220,0,0,0,845,5840,1683,1765,1904,
1586861596632,0,0,0,824,5873,1642,1727,1869,
1586861627351,0,0,0,812,5911,1616,1706,1852,
1586861658282,0,0,0,799,5966,1582,1681,1831,
1586861688736,0,0,0,802,5950,1590,1686,1834,
1586861719316,0,0,0,781,5982,1546,1645,1794,
1586861750286,0,0,0,766,6004,1518,1618,1769,
1586861780666,0,0,0,768,6019,1518,1622,1774,
1586861811368,0,0,0,539,6787,1016,1188,1374,
1586861842193,0,0,0,724,6089,1438,1544,1702,
1586861873220,0,0,0,711,6124,1413,1522,1683,
1586861904348,0,0,0,695,6168,1379,1492,1656,
1586861934866,0,0,0,685,6180,1360,1473,1637,
1586861965690,0,0,0,680,6181,1350,1463,1626,
1586861996616,0,0,0,672,6184,1339,1450,1614,
1586862027234,0,0,0,670,6179,1336,1446,1609,
1586862058158,0,0,0,670,6176,1333,1443,1605,
1586862089439,0,0,0,663,6197,1317,1430,1593,
1586862120220,0,0,0,667,6179,1330,1440,1603,
1586862151140,0,0,0,667,6182,1326,1437,1599,
1586862181962,0,0,0,659,6197,1310,1422,1584,
1586862212588,0,0,0,653,6210,1297,1410,1572,
1586862242992,0,0,0,642,6233,1275,1389,1552,
1586862273714,0,0,0,632,6258,1255,1370,1534,
1586862304330,0,0,0,623,6281,1238,1354,1519,
1586862335256,0,0,0,617,6295,1228,1344,1510,
1586862366183,0,0,0,607,6313,1211,1327,1494,
1586862396594,0,0,0,597,6347,1191,1309,1478,
1586862427316,0,0,0,589,6376,1173,1293,1463,
1586862458138,0,0,0,582,6394,1159,1280,1450,
1586862488656,0,0,0,575,6417,1144,1266,1437,
1586862519271,0,0,0,569,6434,1132,1255,1426,
1586862549992,0,0,0,562,6454,1122,1245,1418,
1586862580917,0,0,0,558,6462,1114,1237,1410,
1586862611452,0,0,0,554,6476,1105,1229,1402,
1586862642360,0,0,0,551,6494,1096,1222,1395,
1586862673592,0,0,0,547,6505,1088,1214,1388,
1586862704515,0,0,0,543,6514,1079,1206,1379,
1586862735136,0,0,0,537,6529,1069,1196,1370,
1586862766266,0,0,0,535,6539,1061,1189,1362,
1586862796780,0,0,0,531,6548,1053,1181,1354,
1586862827604,0,0,0,526,6558,1044,1172,1345,
1586862858326,0,0,0,523,6572,1037,1166,1339,
1586862888942,0,0,0,520,6574,1032,1160,1333,
1586862920174,0,0,0,515,6584,1023,1151,1324,
1586862950794,0,0,0,511,6596,1015,1143,1316,
1586862981820,0,0,0,506,6608,1005,1133,1306,
1586863012542,0,0,0,500,6626,995,1123,1297,
1586863043058,0,0,0,494,6642,984,1112,1286,
1586863074188,0,0,0,489,6659,974,1102,1276,
1586863104806,0,0,0,485,6675,966,1095,1269,
1586863135219,0,0,0,481,6691,959,1088,1263,
1586863165940,0,0,0,476,6710,951,1080,1256,
1586863196354,0,0,0,470,6728,940,1069,1245,
1586863227176,0,0,0,467,6740,933,1062,1238,
1586863257794,0,0,0,462,6757,925,1054,1231,
1586863288311,0,0,0,459,6768,919,1048,1225,
1586863318825,0,0,0,455,6785,913,1042,1220,
1586863349239,0,0,0,453,6801,907,1037,1215,
1586863379754,0,0,0,450,6808,903,1033,1211,
1586863410168,0,0,0,447,6824,897,1027,1206,
1586863440582,0,0,0,445,6828,892,1022,1200,
1586863471098,0,0,0,441,6842,887,1017,1196,
1586863501511,0,0,0,439,6849,883,1013,1192,
1586863532130,0,0,0,437,6856,879,1009,1188,
1586863562646,0,0,0,436,6863,876,1006,1185,
1586863593059,0,0,0,434,6878,871,1002,1181,
1586863623370,0,0,0,432,6872,868,998,1176,
1586863653884,0,0,0,429,6887,864,994,1173,
1586863684502,0,0,0,429,6889,861,991,1169,
1586863715018,0,0,0,426,6894,857,987,1165,
1586863745330,0,0,0,425,6901,854,984,1162,
1586863775742,0,0,0,423,6901,852,981,1159,
1586863806362,0,0,0,421,6906,849,978,1156,
1586863836774,0,0,0,420,6913,846,975,1153,
1586863867289,0,0,0,420,6910,845,974,1151,
1586863897804,0,0,0,418,6915,844,972,1150,
1586863928330,0,0,0,419,6918,842,971,1148,
1586863958942,0,0,0,418,6926,842,971,1149,
1586863989558,0,0,0,418,6920,844,972,1150,
1586864019870,0,0,0,418,6920,844,972,1150,
1586864050078,0,0,0,419,6906,847,974,1151,
1586864082864,0,0,0,414,6952,834,964,1142,
1586864113362,0,0,0,402,7036,804,939,1119,
1586864143982,0,0,0,405,7018,810,944,1123,
1586864174396,0,0,0,407,6984,818,949,1127,
1586864204911,0,0,0,409,6962,826,955,1133,
1586864235426,0,0,0,408,6981,818,949,1126,
1586864265944,0,0,0,414,6920,836,962,1138,
1586864296456,0,0,0,402,7009,806,938,1115,
1586864326974,0,0,0,405,6966,816,944,1120,
1586864357384,0,0,0,412,6903,836,959,1134,
1586864387907,0,0,0,409,6930,827,952,1127,
1586864418521,0,0,0,408,6929,824,949,1123,
1586864449138,0,0,0,406,6934,820,945,1119,
1586864479654,0,0,0,405,6940,818,943,1117,
1586864510270,0,0,0,406,6931,819,944,1117,
1586864540686,0,0,0,406,6918,823,946,1120,
1586864571097,0,0,0,408,6898,828,950,1123,
1586864601511,0,0,0,412,6885,833,955,1127,
1586864631926,0,0,0,407,6923,820,945,1118,
1586864662338,0,0,0,424,6804,862,979,1149,
1586864692854,0,0,0,420,6825,852,971,1141,
1586864723369,0,0,0,404,6923,814,939,1111,
1586864753890,0,0,0,404,6914,813,938,1109,
1586864784298,0,0,0,412,6877,831,954,1125,
1586864814712,0,0,0,417,6857,839,962,1132,
1586864845126,0,0,0,430,6805,868,989,1159,
1586864875537,0,0,0,431,6822,865,989,1159,
1586864905953,0,0,0,450,6733,908,1027,1196,
1586864936468,0,0,0,467,6658,944,1059,1226,
1586864966994,0,0,0,485,6584,984,1094,1260,
1586864997402,0,0,0,490,6576,992,1103,1269,
1586865027914,0,0,0,507,6498,1032,1137,1301,
1586865058530,0,0,0,506,6511,1029,1136,1301,
1586865088944,0,0,0,518,6467,1055,1159,1323,
1586865119358,0,0,0,520,6461,1059,1163,1327,
