Timestamp,ColorTemperature,Red,Green,Blue,IR,Movement,Lux
2020-02-21 00:11:14,1391,0,0,0,0,0,0
2020-02-21 00:11:29,1391,0,0,0,0,0,0
2020-02-21 00:11:44,1391,0,0,0,0,0,0
2020-02-21 00:11:59,1391,0,0,0,0,0,0
2020-02-21 00:12:14,1391,0,0,0,0,0,0
2020-02-21 00:12:29,1391,0,0,0,0,0,0
2020-02-21 00:12:44,1391,0,0,0,0,0,0
2020-02-21 00:12:59,1391,0,0,0,0,0,0
2020-02-21 00:13:14,1391,0,0,0,0,0,0
2020-02-21 00:13:29,1391,0,0,0,0,0,0
2020-02-21 00:13:44,1391,0,0,0,0,0,0
2020-02-21 00:13:59,1391,0,0,0,0,0,0
2020-02-21 00:14:14,1391,0,0,0,0,0,0
2020-02-21 00:14:29,1391,0,0,0,0,0,0
2020-02-21 00:14:44,1391,0,0,0,0,0,0
2020-02-21 00:14:59,1391,0,0,0,0,0,0
2020-02-21 00:15:14,1391,0,0,0,0,0,0
2020-02-21 00:15:29,1391,0,0,0,0,0,0
2020-02-21 00:15:44,1391,0,0,0,0,0,0
2020-02-21 00:15:59,1391,0,0,0,0,0,0
2020-02-21 00:16:14,1391,0,0,0,0,0,0
2020-02-21 00:16:29,1391,0,0,0,0,0,0
2020-02-21 00:16:44,1391,0,0,0,0,0,0
2020-02-21 00:16:59,1391,0,0,0,0,0,0
2020-02-21 00:17:14,1391,0,0,0,0,0,0
2020-02-21 00:17:29,1391,0,0,0,0,0,0
2020-02-21 00:17:44,1391,0,0,0,0,0,0
2020-02-21 00:17:59,1391,0,0,0,0,0,0
2020-02-21 00:18:14,1391,0,0,0,0,0,0
2020-02-21 00:18:29,1391,0,0,0,0,0,0
2020-02-21 00:18:44,1391,0,0,0,0,0,0
2020-02-21 00:18:59,1391,0,0,0,0,0,0
2020-02-21 00:19:14,1391,0,0,0,0,0,0
2020-02-21 00:19:29,1391,0,0,0,0,0,0
2020-02-21 00:19:44,1391,0,0,0,0,0,0
2020-02-21 00:19:59,1391,0,0,0,0,0,0
2020-02-21 00:20:15,1391,0,0,0,0,0,0
2020-02-21 00:20:30,1391,0,0,0,0,0,0
2020-02-21 00:20:45,1391,0,0,0,0,0,0
2020-02-21 00:21:00,1391,0,0,0,0,0,0
2020-02-21 00:21:15,1391,0,0,0,0,0,0
2020-02-21 00:21:30,1391,0,0,0,0,0,0
2020-02-21 00:21:45,1391,0,0,0,0,0,0
2020-02-21 00:22:00,1391,0,0,0,0,0,0
2020-02-21 00:22:15,1391,0,0,0,0,0,0
2020-02-21 00:22:30,1391,0,0,0,0,0,0
2020-02-21 00:22:45,1391,0,0,0,0,0,0
2020-02-21 00:23:00,1391,0,0,0,0,0,0
2020-02-21 00:23:15,1391,0,0,0,0,0,0
2020-02-21 00:23:30,1391,0,0,0,0,0,0
2020-02-21 00:23:45,1391,0,0,0,0,0,0
2020-02-21 00:24:00,1391,0,0,0,0,0,0
2020-02-21 00:24:15,1391,0,0,0,0,0,0
2020-02-21 00:24:30,1391,0,0,0,0,0,0
2020-02-21 00:24:45,1391,0,0,0,0,0,0
2020-02-21 00:25:00,1391,0,0,0,0,0,0
2020-02-21 00:25:15,1391,0,0,0,0,0,0
2020-02-21 00:25:30,1391,0,0,0,0,0,0
2020-02-21 00:25:45,1391,0,0,0,0,0,0
2020-02-21 00:26:00,1391,0,0,0,0,0,0
2020-02-21 00:26:15,1391,0,0,0,0,0,0
2020-02-21 00:26:30,1391,0,0,0,0,0,0
2020-02-21 00:26:45,1391,0,0,0,0,0,0
2020-02-21 00:27:00,1391,0,0,0,0,0,0
2020-02-21 00:27:15,1391,0,0,0,0,0,0
2020-02-21 00:27:30,1391,0,0,0,0,0,0
2020-02-21 00:27:45,1391,0,0,0,0,0,0
2020-02-21 00:28:00,1391,0,0,0,0,0,0
2020-02-21 00:28:15,1391,0,0,0,0,0,0
2020-02-21 00:28:30,1391,0,0,0,0,0,0
2020-02-21 00:28:45,1391,0,0,0,0,0,0
2020-02-21 00:29:00,1391,0,0,0,0,0,0
2020-02-21 00:29:15,1391,0,0,0,0,0,0
2020-02-21 00:29:30,1391,0,0,0,0,0,0
2020-02-21 00:29:45,1391,0,0,0,0,0,0
2020-02-21 00:30:00,1391,0,0,0,0,0,0
2020-02-21 00:30:15,1391,0,0,0,0,0,0
2020-02-21 00:30:30,1391,0,0,0,0,0,0
2020-02-21 00:30:45,1391,0,0,0,0,0,0
2020-02-21 00:31:00,1391,0,0,0,0,0,0
2020-02-21 00:31:15,1391,0,0,0,0,0,0
2020-02-21 00:31:30,1391,0,0,0,0,0,0
2020-02-21 00:31:45,1391,0,0,0,0,0,0
2020-02-21 00:32:00,1391,0,0,0,0,0,0
2020-02-21 00:32:15,1391,0,0,0,0,0,0
2020-02-21 00:32:30,1391,0,0,0,0,0,0
2020-02-21 00:32:45,1391,0,0,0,0,0,0
2020-02-21 00:33:00,1391,0,0,0,0,0,0
2020-02-21 00:33:15,1391,0,0,0,0,0,0
2020-02-21 00:33:30,1391,0,0,0,0,0,0
2020-02-21 00:33:45,1391,0,0,0,0,0,0
2020-02-21 00:34:00,1391,0,0,0,0,0,0
2020-02-21 00:34:15,1391,0,0,0,0,0,0
2020-02-21 00:34:30,1391,0,0,0,0,0,0
2020-02-21 00:34:45,1391,0,0,0,0,0,0
2020-02-21 00:35:00,1391,0,0,0,0,0,0
2020-02-21 00:35:15,1391,0,0,0,0,0,0
2020-02-21 00:35:30,1391,0,0,0,0,0,0
2020-02-21 00:35:45,1391,0,0,0,0,0,0
2020-02-21 00:36:00,1391,0,0,0,0,0,0
2020-02-21 00:36:15,1391,0,0,0,0,0,0
2020-02-21 00:36:30,1391,0,0,0,0,0,0
2020-02-21 00:36:45,1391,0,0,0,0,0,0
2020-02-21 00:37:00,1391,0,0,0,0,0,0
2020-02-21 00:37:15,1391,0,0,0,0,0,0
2020-02-21 00:37:30,1391,0,0,0,0,0,0
2020-02-21 00:37:45,1391,0,0,0,0,0,0
2020-02-21 00:38:00,1391,0,0,0,0,0,0
2020-02-21 00:38:15,1391,0,0,0,0,0,0
2020-02-21 00:38:30,1391,0,0,0,0,0,0
2020-02-21 00:38:45,1391,0,0,0,0,0,0
2020-02-21 00:39:00,1391,0,0,0,0,0,0
2020-02-21 00:39:15,1391,0,0,0,0,0,0
2020-02-21 00:39:30,1391,0,0,0,0,0,0
2020-02-21 00:39:45,1391,0,0,0,0,0,0
2020-02-21 00:40:00,1391,0,0,0,0,0,0
2020-02-21 00:40:15,1391,0,0,0,0,0,0
2020-02-21 00:40:30,1391,0,0,0,0,0,0
2020-02-21 00:40:45,1391,0,0,0,0,0,0
2020-02-21 00:41:01,1391,0,0,0,0,0,0
2020-02-21 00:41:16,1391,0,0,0,0,0,0
2020-02-21 00:41:31,1391,0,0,0,0,0,0
2020-02-21 00:41:46,1391,0,0,0,0,0,0
2020-02-21 00:42:01,1391,0,0,0,0,0,0
2020-02-21 00:42:16,1391,0,0,0,0,0,0
2020-02-21 00:42:31,1391,0,0,0,0,0,0
2020-02-21 00:42:46,1391,0,0,0,0,0,0
2020-02-21 00:43:01,1391,0,0,0,0,0,0
2020-02-21 00:43:16,1391,0,0,0,0,0,0
2020-02-21 00:43:31,1391,0,0,0,0,0,0
2020-02-21 00:43:46,1391,0,0,0,0,0,0
2020-02-21 00:44:01,1391,0,0,0,0,0,0
2020-02-21 00:44:16,1391,0,0,0,0,0,0
2020-02-21 00:44:31,1391,0,0,0,0,0,0
2020-02-21 00:44:46,1391,0,0,0,0,0,0
2020-02-21 00:45:01,1391,0,0,0,0,0,0
2020-02-21 00:45:16,1391,0,0,0,0,0,0
2020-02-21 00:45:31,1391,0,0,0,0,0,0
2020-02-21 00:45:46,1391,0,0,0,0,0,0
2020-02-21 00:46:01,1391,0,0,0,0,0,0
2020-02-21 00:46:16,1391,0,0,0,0,0,0
2020-02-21 00:46:31,1391,0,0,0,0,0,0
2020-02-21 00:46:46,1391,0,0,0,0,0,0
2020-02-21 00:47:01,1391,0,0,0,0,0,0
2020-02-21 00:47:16,1391,0,0,0,0,0,0
2020-02-21 00:47:31,1391,0,0,0,0,0,0
2020-02-21 00:47:46,1391,0,0,0,0,0,0
2020-02-21 00:48:01,1391,0,0,0,0,0,0
2020-02-21 00:48:16,1391,0,0,0,0,0,0
2020-02-21 00:48:31,1391,0,0,0,0,0,0
2020-02-21 00:48:46,1391,0,0,0,0,0,0
2020-02-21 00:49:01,1391,0,0,0,0,0,0
2020-02-21 00:49:16,1391,0,0,0,0,0,0
2020-02-21 00:49:31,1391,0,0,0,0,0,0
2020-02-21 00:49:46,1391,0,0,0,0,0,0
2020-02-21 00:50:01,1391,0,0,0,0,0,0
2020-02-21 00:50:16,1391,0,0,0,0,0,0
2020-02-21 00:50:31,1391,0,0,0,0,0,0
2020-02-21 00:50:46,1391,0,0,0,0,0,0
2020-02-21 00:51:01,1391,0,0,0,0,0,0
2020-02-21 00:51:16,1391,0,0,0,0,0,0
2020-02-21 00:51:31,1391,0,0,0,0,0,0
2020-02-21 00:51:46,1391,0,0,0,0,0,0
2020-02-21 00:52:01,1391,0,0,0,0,0,0
2020-02-21 00:52:16,1391,0,0,0,0,0,0
2020-02-21 00:52:31,1391,0,0,0,0,0,0
2020-02-21 00:52:46,1391,0,0,0,0,0,0
2020-02-21 00:53:01,1391,0,0,0,0,0,0
2020-02-21 00:53:16,1391,0,0,0,0,0,0
2020-02-21 00:53:31,1391,0,0,0,0,0,0
2020-02-21 00:53:46,1391,0,0,0,0,0,0
2020-02-21 00:54:01,1391,0,0,0,0,0,0
2020-02-21 00:54:16,1391,0,0,0,0,0,0
2020-02-21 00:54:31,1391,0,0,0,0,0,0
2020-02-21 00:54:46,1391,0,0,0,0,0,0
2020-02-21 00:55:01,1391,0,0,0,0,0,0
2020-02-21 00:55:16,1391,0,0,0,0,0,0
2020-02-21 00:55:31,1391,0,0,0,0,0,0
2020-02-21 00:55:46,1391,0,0,0,0,0,0
2020-02-21 00:56:01,1391,0,0,0,0,0,0
2020-02-21 00:56:16,1391,0,0,0,0,0,0
2020-02-21 00:56:31,1391,0,0,0,0,0,0
2020-02-21 00:56:46,1391,0,0,0,0,0,0
2020-02-21 00:57:01,1391,0,0,0,0,0,0
2020-02-21 00:57:16,1391,0,0,0,0,0,0
2020-02-21 00:57:31,1391,0,0,0,0,0,0
2020-02-21 00:57:46,1391,0,0,0,0,0,0
2020-02-21 00:58:01,1391,0,0,0,0,0,0
2020-02-21 00:58:16,1391,0,0,0,0,0,0
2020-02-21 00:58:31,1391,0,0,0,0,0,0
2020-02-21 00:58:46,1391,0,0,0,0,0,0
2020-02-21 00:59:01,1391,0,0,0,0,0,0
2020-02-21 00:59:16,1391,0,0,0,0,0,0
2020-02-21 00:59:31,1391,0,0,0,0,0,0
2020-02-21 00:59:46,1391,0,0,0,0,0,0
2020-02-21 01:00:01,1391,0,0,0,0,0,0
2020-02-21 01:00:16,1391,0,0,0,0,0,0
2020-02-21 01:00:31,1391,0,0,0,0,0,0
2020-02-21 01:00:46,1391,0,0,0,0,0,0
2020-02-21 01:01:01,1391,0,0,0,0,0,0
2020-02-21 01:01:16,1391,0,0,0,0,0,0
2020-02-21 01:01:31,1391,0,0,0,0,0,0
2020-02-21 01:01:46,1391,0,0,0,0,0,0
2020-02-21 01:02:02,1391,0,0,0,0,0,0
2020-02-21 01:02:17,1391,0,0,0,0,0,0
2020-02-21 01:02:32,1391,0,0,0,0,0,0
2020-02-21 01:02:47,1391,0,0,0,0,0,0
2020-02-21 01:03:02,1391,0,0,0,0,0,0
2020-02-21 01:03:17,1391,0,0,0,0,0,0
2020-02-21 01:03:32,1391,0,0,0,0,0,0
2020-02-21 01:03:47,1391,0,0,0,0,0,0
2020-02-21 01:04:02,1391,0,0,0,0,0,0
2020-02-21 01:04:17,1391,0,0,0,0,0,0
2020-02-21 01:04:32,1391,0,0,0,0,0,0
2020-02-21 01:04:47,1391,0,0,0,0,0,0
2020-02-21 01:05:02,1391,0,0,0,0,0,0
2020-02-21 01:05:17,1391,0,0,0,0,0,0
2020-02-21 01:05:32,1391,0,0,0,0,0,0
2020-02-21 01:05:47,1391,0,0,0,0,0,0
2020-02-21 01:06:02,1391,0,0,0,0,0,0
2020-02-21 01:06:17,1391,0,0,0,0,0,0
2020-02-21 01:06:32,1391,0,0,0,0,0,0
2020-02-21 01:06:47,1391,0,0,0,0,0,0
2020-02-21 01:07:02,1391,0,0,0,0,0,0
2020-02-21 01:07:17,1391,0,0,0,0,0,0
2020-02-21 01:07:32,1391,0,0,0,0,0,0
2020-02-21 01:07:47,1391,0,0,0,0,0,0
2020-02-21 01:08:02,1391,0,0,0,0,0,0
2020-02-21 01:08:17,1391,0,0,0,0,0,0
2020-02-21 01:08:32,1391,0,0,0,0,0,0
2020-02-21 01:08:47,1391,0,0,0,0,0,0
2020-02-21 01:09:02,1391,0,0,0,0,0,0
2020-02-21 01:09:17,1391,0,0,0,0,0,0
2020-02-21 01:09:32,1391,0,0,0,0,0,0
2020-02-21 01:09:47,1391,0,0,0,0,0,0
2020-02-21 01:10:02,1391,0,0,0,0,0,0
2020-02-21 01:10:17,1391,0,0,0,0,0,0
2020-02-21 01:10:32,1391,0,0,0,0,0,0
2020-02-21 01:10:47,1391,0,0,0,0,0,0
2020-02-21 01:11:02,1391,0,0,0,0,0,0
2020-02-21 01:11:17,1391,0,0,0,0,0,0
2020-02-21 01:11:32,1391,0,0,0,0,0,0
2020-02-21 01:11:47,1391,0,0,0,0,0,0
2020-02-21 01:12:02,1391,0,0,0,0,0,0
2020-02-21 01:12:17,1391,0,0,0,0,0,0
2020-02-21 01:12:32,1391,0,0,0,0,0,0
2020-02-21 01:12:47,1391,0,0,0,0,0,0
2020-02-21 01:13:02,1391,0,0,0,0,0,0
2020-02-21 01:13:17,1391,0,0,0,0,0,0
2020-02-21 01:13:32,1391,0,0,0,0,0,0
2020-02-21 01:13:47,1391,0,0,0,0,0,0
2020-02-21 01:14:02,1391,0,0,0,0,0,0
2020-02-21 01:14:17,1391,0,0,0,0,0,0
2020-02-21 01:14:32,1391,0,0,0,0,0,0
2020-02-21 01:14:47,1391,0,0,0,0,0,0
2020-02-21 01:15:02,1391,0,0,0,0,0,0
2020-02-21 01:15:17,1391,0,0,0,0,0,0
2020-02-21 01:15:32,1391,0,0,0,0,0,0
2020-02-21 01:15:47,1391,0,0,0,0,0,0
2020-02-21 01:16:02,1391,0,0,0,0,0,0
2020-02-21 01:16:17,1391,0,0,0,0,0,0
2020-02-21 01:16:32,1391,0,0,0,0,0,0
2020-02-21 01:16:47,1391,0,0,0,0,0,0
2020-02-21 01:17:02,1391,0,0,0,0,0,0
2020-02-21 01:17:17,1391,0,0,0,0,0,0
2020-02-21 01:17:32,1391,0,0,0,0,0,0
2020-02-21 01:17:47,1391,0,0,0,0,0,0
2020-02-21 01:18:02,1391,0,0,0,0,0,0
2020-02-21 01:18:17,1391,0,0,0,0,0,0
2020-02-21 01:18:32,1391,0,0,0,0,0,0
2020-02-21 01:18:47,1391,0,0,0,0,0,0
2020-02-21 01:19:02,1391,0,0,0,0,0,0
2020-02-21 01:19:17,1391,0,0,0,0,0,0
2020-02-21 01:19:32,1391,0,0,0,0,0,0
2020-02-21 01:19:47,1391,0,0,0,0,0,0
2020-02-21 01:20:02,1391,0,0,0,0,0,0
2020-02-21 01:20:17,1391,0,0,0,0,0,0
2020-02-21 01:20:32,1391,0,0,0,0,0,0
2020-02-21 01:20:47,1391,0,0,0,0,0,0
2020-02-21 01:21:02,1391,0,0,0,0,0,0
2020-02-21 01:21:17,1391,0,0,0,0,0,0
2020-02-21 01:21:32,1391,0,0,0,0,0,0
2020-02-21 01:21:47,1391,0,0,0,0,0,0
2020-02-21 01:22:02,1391,0,0,0,0,0,0
2020-02-21 01:22:17,1391,0,0,0,0,0,0
2020-02-21 01:22:32,1391,0,0,0,0,0,0
2020-02-21 01:22:48,1391,0,0,0,0,0,0
2020-02-21 01:23:03,1391,0,0,0,0,0,0
2020-02-21 01:23:18,1391,0,0,0,0,0,0
2020-02-21 01:23:33,1391,0,0,0,0,0,0
2020-02-21 01:23:48,1391,0,0,0,0,0,0
2020-02-21 01:24:03,1391,0,0,0,0,0,0
2020-02-21 01:24:18,1391,0,0,0,0,0,0
2020-02-21 01:24:33,1391,0,0,0,0,0,0
2020-02-21 01:24:48,1391,0,0,0,0,0,0
2020-02-21 01:25:03,1391,0,0,0,0,0,0
2020-02-21 01:25:18,1391,0,0,0,0,0,0
2020-02-21 01:25:33,1391,0,0,0,0,0,0
2020-02-21 01:25:48,1391,0,0,0,0,0,0
2020-02-21 01:26:03,1391,0,0,0,0,0,0
2020-02-21 01:26:18,1391,0,0,0,0,0,0
2020-02-21 01:26:33,1391,0,0,0,0,0,0
2020-02-21 01:26:48,1391,0,0,0,0,0,0
2020-02-21 01:27:03,1391,0,0,0,0,0,0
2020-02-21 01:27:18,1391,0,0,0,0,0,0
2020-02-21 01:27:33,1391,0,0,0,0,0,0
2020-02-21 01:27:48,1391,0,0,0,0,0,0
2020-02-21 01:28:03,1391,0,0,0,0,0,0
2020-02-21 01:28:18,1391,0,0,0,0,0,0
2020-02-21 01:28:33,1391,0,0,0,0,0,0
2020-02-21 01:28:48,1391,0,0,0,0,0,0
2020-02-21 01:29:03,1391,0,0,0,0,0,0
2020-02-21 01:29:18,1391,0,0,0,0,0,0
2020-02-21 01:29:33,1391,0,0,0,0,0,0
2020-02-21 01:29:48,1391,0,0,0,0,0,0
2020-02-21 01:30:03,1391,0,0,0,0,0,0
2020-02-21 01:30:18,1391,0,0,0,0,0,0
2020-02-21 01:30:33,1391,0,0,0,0,0,0
2020-02-21 01:30:48,1391,0,0,0,0,0,0
2020-02-21 01:31:03,1391,0,0,0,0,0,0
2020-02-21 01:31:18,1391,0,0,0,0,0,0
2020-02-21 01:31:33,1391,0,0,0,0,0,0
2020-02-21 01:31:48,1391,0,0,0,0,0,0
2020-02-21 01:32:03,1391,0,0,0,0,0,0
2020-02-21 01:32:18,1391,0,0,0,0,0,0
2020-02-21 01:32:33,1391,0,0,0,0,0,0
2020-02-21 01:32:48,1391,0,0,0,0,0,0
2020-02-21 01:33:03,1391,0,0,0,0,0,0
2020-02-21 01:33:18,1391,0,0,0,0,0,0
2020-02-21 01:33:33,1391,0,0,0,0,0,0
2020-02-21 01:33:48,1391,0,0,0,0,0,0
2020-02-21 01:34:03,1391,0,0,0,0,0,0
2020-02-21 01:34:18,1391,0,0,0,0,0,0
2020-02-21 01:34:33,1391,0,0,0,0,0,0
2020-02-21 01:34:48,1391,0,0,0,0,0,0
2020-02-21 01:35:03,1391,0,0,0,0,0,0
2020-02-21 01:35:18,1391,0,0,0,0,0,0
2020-02-21 01:35:33,1391,0,0,0,0,0,0
2020-02-21 01:35:48,1391,0,0,0,0,0,0
2020-02-21 01:36:03,1391,0,0,0,0,0,0
2020-02-21 01:36:18,1391,0,0,0,0,0,0
2020-02-21 01:36:33,1391,0,0,0,0,0,0
2020-02-21 01:36:48,1391,0,0,0,0,0,0
2020-02-21 01:37:03,1391,0,0,0,0,0,0
2020-02-21 01:37:18,1391,0,0,0,0,0,0
2020-02-21 01:37:33,1391,0,0,0,0,0,0
2020-02-21 01:37:48,1391,0,0,0,0,0,0
2020-02-21 01:38:03,1391,0,0,0,0,0,0
2020-02-21 01:38:18,1391,0,0,0,0,0,0
2020-02-21 01:38:33,1391,0,0,0,0,0,0
2020-02-21 01:38:48,1391,0,0,0,0,0,0
2020-02-21 01:39:03,1391,0,0,0,0,0,0
2020-02-21 01:39:18,1391,0,0,0,0,0,0
2020-02-21 01:39:33,1391,0,0,0,0,0,0
2020-02-21 01:39:48,1391,0,0,0,0,0,0
2020-02-21 01:40:03,1391,0,0,0,0,0,0
2020-02-21 01:40:18,1391,0,0,0,0,0,0
2020-02-21 01:40:33,1391,0,0,0,0,0,0
2020-02-21 01:40:48,1391,0,0,0,0,0,0
2020-02-21 01:41:03,1391,0,0,0,0,0,0
2020-02-21 01:41:18,1391,0,0,0,0,0,0
2020-02-21 01:41:33,1391,0,0,0,0,0,0
2020-02-21 01:41:48,1391,0,0,0,0,0,0
2020-02-21 01:42:03,1391,0,0,0,0,0,0
2020-02-21 01:42:18,1391,0,0,0,0,0,0
2020-02-21 01:42:33,1391,0,0,0,0,0,0
2020-02-21 01:42:48,1391,0,0,0,0,0,0
2020-02-21 01:43:03,1391,0,0,0,0,0,0
2020-02-21 01:43:18,1391,0,0,0,0,0,0
2020-02-21 01:43:34,1391,0,0,0,0,0,0
2020-02-21 01:43:49,1391,0,0,0,0,0,0
2020-02-21 01:44:04,1391,0,0,0,0,0,0
2020-02-21 01:44:19,1391,0,0,0,0,0,0
2020-02-21 01:44:34,1391,0,0,0,0,0,0
2020-02-21 01:44:49,1391,0,0,0,0,0,0
2020-02-21 01:45:04,1391,0,0,0,0,0,0
2020-02-21 01:45:19,1391,0,0,0,0,0,0
2020-02-21 01:45:34,1391,0,0,0,0,0,0
2020-02-21 01:45:49,1391,0,0,0,0,0,0
2020-02-21 01:46:04,1391,0,0,0,0,0,0
2020-02-21 01:46:19,1391,0,0,0,0,0,0
2020-02-21 01:46:34,1391,0,0,0,0,0,0
2020-02-21 01:46:49,1391,0,0,0,0,0,0
2020-02-21 01:47:04,1391,0,0,0,0,0,0
2020-02-21 01:47:19,1391,0,0,0,0,0,0
2020-02-21 01:47:34,1391,0,0,0,0,0,0
2020-02-21 01:47:49,1391,0,0,0,0,0,0
2020-02-21 01:48:04,1391,0,0,0,0,0,0
2020-02-21 01:48:19,1391,0,0,0,0,0,0
2020-02-21 01:48:34,1391,0,0,0,0,0,0
2020-02-21 01:48:49,1391,0,0,0,0,0,0
2020-02-21 01:49:04,1391,0,0,0,0,0,0
2020-02-21 01:49:19,1391,0,0,0,0,0,0
2020-02-21 01:49:34,1391,0,0,0,0,0,0
2020-02-21 01:49:49,1391,0,0,0,0,0,0
2020-02-21 01:50:04,1391,0,0,0,0,0,0
2020-02-21 01:50:19,1391,0,0,0,0,0,0
2020-02-21 01:50:34,1391,0,0,0,0,0,0
2020-02-21 01:50:49,1391,0,0,0,0,0,0
2020-02-21 01:51:04,1391,0,0,0,0,0,0
2020-02-21 01:51:19,1391,0,0,0,0,0,0
2020-02-21 01:51:34,1391,0,0,0,0,0,0
2020-02-21 01:51:49,1391,0,0,0,0,0,0
2020-02-21 01:52:04,1391,0,0,0,0,0,0
2020-02-21 01:52:19,1391,0,0,0,0,0,0
2020-02-21 01:52:34,1391,0,0,0,0,0,0
2020-02-21 01:52:49,1391,0,0,0,0,0,0
2020-02-21 01:53:04,1391,0,0,0,0,0,0
2020-02-21 01:53:19,1391,0,0,0,0,0,0
2020-02-21 01:53:34,1391,0,0,0,0,0,0
2020-02-21 01:53:49,1391,0,0,0,0,0,0
2020-02-21 01:54:04,1391,0,0,0,0,0,0
2020-02-21 01:54:19,1391,0,0,0,0,0,0
2020-02-21 01:54:34,1391,0,0,0,0,0,0
2020-02-21 01:54:49,1391,0,0,0,0,0,0
2020-02-21 01:55:04,1391,0,0,0,0,0,0
2020-02-21 01:55:19,1391,0,0,0,0,0,0
2020-02-21 01:55:34,1391,0,0,0,0,0,0
2020-02-21 01:55:49,1391,0,0,0,0,0,0
2020-02-21 01:56:04,1391,0,0,0,0,0,0
2020-02-21 01:56:19,1391,0,0,0,0,0,0
2020-02-21 01:56:34,1391,0,0,0,0,0,0
2020-02-21 01:56:49,1391,0,0,0,0,0,0
2020-02-21 01:57:04,1391,0,0,0,0,0,0
2020-02-21 01:57:19,1391,0,0,0,0,0,0
2020-02-21 01:57:34,1391,0,0,0,0,0,0
2020-02-21 01:57:49,1391,0,0,0,0,0,0
2020-02-21 01:58:04,1391,0,0,0,0,0,0
2020-02-21 01:58:19,1391,0,0,0,0,0,0
2020-02-21 01:58:34,1391,0,0,0,0,0,0
2020-02-21 01:58:49,1391,0,0,0,0,0,0
2020-02-21 01:59:04,1391,0,0,0,0,0,0
2020-02-21 01:59:19,1391,0,0,0,0,0,0
2020-02-21 01:59:34,1391,0,0,0,0,0,0
2020-02-21 01:59:49,1391,0,0,0,0,0,0
2020-02-21 02:00:04,1391,0,0,0,0,0,0
2020-02-21 02:00:19,1391,0,0,0,0,0,0
2020-02-21 02:00:34,1391,0,0,0,0,0,0
2020-02-21 02:00:49,1391,0,0,0,0,0,0
2020-02-21 02:01:04,1391,0,0,0,0,0,0
2020-02-21 02:01:19,1391,0,0,0,0,0,0
2020-02-21 02:01:34,1391,0,0,0,0,0,0
2020-02-21 02:01:49,1391,0,0,0,0,0,0
2020-02-21 02:02:04,1391,0,0,0,0,0,0
2020-02-21 02:02:19,1391,0,0,0,0,0,0
2020-02-21 02:02:34,1391,0,0,0,0,0,0
2020-02-21 02:02:49,1391,0,0,0,0,0,0
2020-02-21 02:03:04,1391,0,0,0,0,0,0
2020-02-21 02:03:19,1391,0,0,0,0,0,0
2020-02-21 02:03:34,1391,0,0,0,0,0,0
2020-02-21 02:03:49,1391,0,0,0,0,0,0
2020-02-21 02:04:04,1391,0,0,0,0,0,0
2020-02-21 02:04:20,1391,0,0,0,0,0,0
